date,zone,nb_seismes,lag_1,lag_2,lag_3,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8
2015-02-02,0.0,10,,,,,,4.112987559751024,,3.5456210417116734
2015-02-09,0.0,11,10.0,,,,,1.5000000000000038,,5.0709255283711
2015-02-16,0.0,7,11.0,10.0,,,,2.6299556396765853,,3.327375628243462
2015-02-23,0.0,6,7.0,11.0,10.0,,,14.9303940559741,,10.855380496062113
2015-03-02,0.0,11,6.0,7.0,11.0,10.0,8.5,8.041558721209883,,7.629828681843762
2015-03-09,0.0,8,11.0,6.0,7.0,11.0,8.75,19.22455027649108,,53.65215346496888
2015-03-16,0.0,11,8.0,11.0,6.0,7.0,8.0,18.34847859269718,,12.927683473847894
2015-03-23,0.0,5,11.0,8.0,11.0,6.0,9.0,7.847504911329043,,7.406560798180408
2015-03-30,0.0,7,5.0,11.0,8.0,11.0,8.75,3.304037933599852,8.625,4.208834246473203
2015-04-06,0.0,5,7.0,5.0,11.0,8.0,7.75,0.5000000000001389,8.25,10.872639316848767
2015-04-13,0.0,13,5.0,7.0,5.0,11.0,7.0,4.795831523312734,7.5,3.422613871631689
2015-04-20,0.0,13,13.0,5.0,7.0,5.0,7.5,5.795112883571249,8.25,4.290770826519896
2015-04-27,0.0,4,13.0,13.0,5.0,7.0,9.5,3.4034296427770423,9.125,2.5495097567963825
2015-05-04,0.0,12,4.0,13.0,13.0,5.0,8.75,3.7749172176353927,8.25,2.8157719063467086
2015-05-11,0.0,1,12.0,4.0,13.0,13.0,10.5,2.943920288775973,8.75,5.370222128951992
2015-05-18,0.0,13,1.0,12.0,4.0,13.0,7.5,2.581988897471639,7.5,2.9640705601780537
2015-05-25,0.0,16,13.0,1.0,12.0,4.0,7.5,9.67815409397199,8.5,7.520210863305056
2015-06-01,0.0,22,16.0,13.0,1.0,12.0,10.5,4.991659710623994,9.625,7.671840904055741
2015-06-08,0.0,9,22.0,16.0,13.0,1.0,13.0,3.265986323710926,11.75,5.014265364224065
2015-06-15,0.0,9,9.0,22.0,16.0,13.0,15.0,2.2173557826083776,11.25,2.449489742783169
2015-06-22,0.0,4,9.0,9.0,22.0,16.0,14.0,1.2909944487358616,10.75,1.767766952966356
2015-06-29,0.0,6,4.0,9.0,9.0,22.0,11.0,4.082482904638647,10.75,3.720119045714218
2015-07-06,0.0,10,6.0,4.0,9.0,9.0,7.0,4.8562674281111695,10.0,4.166190448976476
2015-07-13,0.0,19,10.0,6.0,4.0,9.0,7.25,2.872281323269039,11.125,4.120939559996338
2015-07-20,0.0,7,19.0,10.0,6.0,4.0,9.75,2.986078811194844,11.875,3.020761493398636
2015-07-27,0.0,8,7.0,19.0,10.0,6.0,10.5,5.315072906367337,10.75,3.918819064098624
2015-08-03,0.0,7,8.0,7.0,19.0,10.0,11.0,3.593976442141324,9.0,4.276179870598786
2015-08-10,0.0,6,7.0,8.0,7.0,19.0,10.25,2.1602468994693185,8.75,9.783367810436529
2015-08-17,0.0,9,6.0,7.0,8.0,7.0,7.0,10.344080432788608,8.375,8.070006195784483
2015-08-24,0.0,14,9.0,6.0,7.0,8.0,7.5,3.304037933599855,9.0,3.700868623908247
2015-08-31,0.0,13,14.0,9.0,6.0,7.0,9.0,2.217355782608375,10.0,2.6186146828318986
2015-09-07,0.0,7,13.0,14.0,9.0,6.0,10.5,82.96183861671977,10.375,183.6674012603061
2015-09-14,0.0,13,7.0,13.0,14.0,9.0,10.75,6.652067347824316,8.875,5.330170192940512
2015-09-21,0.0,4,13.0,7.0,13.0,14.0,11.75,2.16024689946708,9.625,4.51782185192284
2015-09-28,0.0,12,4.0,13.0,7.0,13.0,9.25,7.1821538088044194,9.125,6.436503043467676
2015-10-05,0.0,8,12.0,4.0,13.0,7.0,9.0,2.2173557826062007,9.75,6.069537520625681
2015-10-12,0.0,7,8.0,12.0,4.0,13.0,9.25,4.645786621587762,10.0,5.070925528370825
2015-10-19,0.0,10,7.0,8.0,12.0,4.0,7.75,3.774917217634117,9.75,4.780914437337283
2015-10-26,0.0,21,10.0,7.0,8.0,12.0,9.25,2.499999999998101,9.25,3.204349722307844
2015-11-02,0.0,12,21.0,10.0,7.0,8.0,11.5,4.645786621587763,10.25,4.688511795563713
2015-11-09,0.0,8,12.0,21.0,10.0,7.0,12.5,4.830458915395497,10.875,4.276179870598464
2015-11-16,0.0,8,8.0,12.0,21.0,10.0,12.75,4.966554808582825,10.25,5.20988072251701
2015-11-23,0.0,6,8.0,8.0,12.0,21.0,12.25,2.8722813232690143,10.75,2.1671244937533665
2015-11-30,0.0,6,6.0,8.0,8.0,12.0,8.5,5.916079783099617,10.0,6.696214282285397
2015-12-07,0.0,9,6.0,6.0,8.0,8.0,7.0,3.741657386773942,9.75,3.693623849670451
2015-12-14,0.0,6,9.0,6.0,6.0,8.0,7.25,8.346656017032611,10.0,6.99872437356552
2015-12-21,0.0,12,6.0,9.0,6.0,6.0,6.75,4.690415759823428,9.5,10.25043553081652
2015-12-28,0.0,17,12.0,6.0,9.0,6.0,8.25,6.4031242374328485,8.375,4.580626906564217
2016-01-04,0.0,4,17.0,12.0,6.0,9.0,11.0,3.109126351029604,9.0,3.603074084325783
2016-01-11,0.0,13,4.0,17.0,12.0,6.0,9.75,2.872281323269013,8.5,2.3904572186682054
2016-01-18,0.0,7,13.0,4.0,17.0,12.0,11.5,48.11098280711657,9.125,33.43543885503178
2016-01-25,0.0,5,7.0,13.0,4.0,17.0,10.25,2.061552812808857,9.25,6.541078984824415
2016-02-01,0.0,5,5.0,7.0,13.0,4.0,7.25,7.681145747868614,9.125,7.425823667638119
2016-02-08,0.0,3,5.0,5.0,7.0,13.0,7.5,0.8164965809277996,8.625,7.845608416723891
2016-02-15,0.0,4,3.0,5.0,5.0,7.0,5.0,3.5000000000000164,8.25,3.7321001364605353
2016-02-22,0.0,9,4.0,3.0,5.0,5.0,4.25,3.36650164612071,7.25,3.482097069295643
2016-03-07,0.0,9,9.0,4.0,3.0,5.0,5.25,4.500000000000021,6.25,14.10167163343198
2016-03-14,0.0,15,9.0,9.0,4.0,3.0,6.25,8.301606270274888,6.875,26.61598606637957
2016-03-21,0.0,9,15.0,9.0,9.0,4.0,9.25,12.553220038433723,7.125,11.783008347373883
2016-03-28,0.0,9,9.0,15.0,9.0,9.0,10.5,4.645786621588858,7.375,4.026696625558315
2016-04-04,0.0,7,9.0,9.0,15.0,9.0,10.5,8.717797887081387,7.875,7.289914755527265
2016-04-11,0.0,8,7.0,9.0,9.0,15.0,10.0,6.238322424071023,8.125,6.088631091750063
2016-04-18,0.0,11,8.0,7.0,9.0,9.0,8.25,12.365947867699726,8.75,24.236557393444127
2016-04-25,0.0,40,11.0,8.0,7.0,9.0,8.75,25.57831112485734,9.625,18.306419639022725
2016-05-02,0.0,12,40.0,11.0,8.0,7.0,16.5,2.217355782608517,13.5,4.105745103771026
2016-05-09,0.0,7,12.0,40.0,11.0,8.0,17.75,6.454972243679086,13.875,7.634508123364019
2016-05-16,0.0,7,7.0,12.0,40.0,11.0,17.5,4.425306015784003,12.875,4.9569575922561135
2016-05-23,0.0,6,7.0,7.0,12.0,40.0,16.5,5.196152422706703,12.625,7.744813933022523
2016-05-30,0.0,23,6.0,7.0,7.0,12.0,8.0,5.188127472091198,12.25,7.502380574571728
2016-06-06,0.0,6,23.0,6.0,7.0,7.0,10.75,7.767453465154078,14.25,7.225945316308628
2016-06-13,0.0,7,6.0,23.0,6.0,7.0,10.5,5.597618541248957,14.0,6.256425268702091
2016-06-20,0.0,6,7.0,6.0,23.0,6.0,10.5,15.19868415357069,13.5,12.441290700152903
2016-06-27,0.0,22,6.0,7.0,6.0,23.0,10.5,0.8164965809282453,9.25,2.5319388392517
2016-07-04,0.0,5,22.0,6.0,7.0,6.0,10.25,9.429563439877136,10.5,7.259230577094617
2016-07-11,0.0,15,5.0,22.0,6.0,7.0,10.0,14.568802284333495,10.25,16.733200530681415
2016-07-18,0.0,8,15.0,5.0,22.0,6.0,12.0,6.652067347825107,11.25,5.289815011618064
2016-07-25,0.0,4,8.0,15.0,5.0,22.0,12.5,23.514180118955192,11.5,18.145739366111645
2016-08-01,0.0,8,4.0,8.0,15.0,5.0,8.0,13.450526631573483,9.125,9.927415143357722
2016-08-08,0.0,8,8.0,4.0,8.0,15.0,8.75,3.696845502136603,9.375,6.706872807586242
2016-08-15,0.0,6,8.0,8.0,4.0,8.0,7.0,3.774917217635507,9.5,7.745966692414629
2016-08-22,0.0,164,6.0,8.0,8.0,4.0,6.5,4.830458915396583,9.5,4.9982139667224965
2016-08-29,0.0,38,164.0,6.0,8.0,8.0,46.5,24.22636305074841,27.25,16.728397583578722
2016-09-05,0.0,51,38.0,164.0,6.0,8.0,54.0,9.84885780179616,31.375,7.285013971944426
2016-09-12,0.0,9,51.0,38.0,164.0,6.0,64.75,17.576025337563316,35.875,14.035032698826878
2016-09-19,0.0,17,9.0,51.0,38.0,164.0,65.5,10.424330514074644,36.0,7.171371656006136
2016-09-26,0.0,26,17.0,9.0,51.0,38.0,28.75,5.852349955359903,37.625,7.308263424761805
2016-10-03,0.0,6,26.0,17.0,9.0,51.0,25.75,8.220908303425745,39.875,5.829420456369555
2016-10-10,0.0,7,6.0,26.0,17.0,9.0,14.5,6.608075867199747,39.625,5.849297882163517
2016-10-17,0.0,10,7.0,6.0,26.0,17.0,14.0,32.469216190108455,39.75,21.95287159868996
2016-10-24,0.0,10,10.0,7.0,6.0,26.0,12.25,13.47837774610385,20.5,10.133924638136277
2016-10-31,0.0,10,10.0,10.0,7.0,6.0,8.25,6.480740698407926,17.0,7.586407017064687
2016-11-07,0.0,6,10.0,10.0,10.0,7.0,9.25,11.4309521329882,11.875,13.843513179206129
2016-11-14,0.0,7,6.0,10.0,10.0,10.0,9.0,20.510160083886905,11.5,17.185957723011526
2016-11-21,0.0,45,7.0,6.0,10.0,10.0,8.25,6.55743852430207,10.25,19.05630754219856
2016-11-28,0.0,14,45.0,7.0,6.0,10.0,17.0,30.998655884839064,12.625,27.611785785886987
2016-12-05,0.0,5,14.0,45.0,7.0,6.0,18.0,35.16982608240575,13.625,26.55418987655237
2016-12-12,0.0,6,5.0,14.0,45.0,7.0,17.75,8.616843969807094,13.375,8.618916073713141
2016-12-19,0.0,3,6.0,5.0,14.0,45.0,17.5,3.5939764421414275,12.875,3.817254061681647
2016-12-26,0.0,21,3.0,6.0,5.0,14.0,7.0,18.714967272212924,12.0,16.344505411386834
2017-01-02,0.0,9,21.0,3.0,6.0,5.0,8.75,8.164965809277318,13.375,12.521410235501056
2017-01-09,0.0,6,9.0,21.0,3.0,6.0,9.75,19.621416870348607,13.75,13.231456026130491
2017-01-16,0.0,6,6.0,9.0,21.0,3.0,9.75,61.22295321201029,13.625,58.30446564617251
2017-01-23,0.0,20,6.0,6.0,9.0,21.0,10.5,6.075908711186194,8.75,13.437686875776796
2017-01-30,0.0,18,20.0,6.0,6.0,9.0,10.25,81.70475302371746,9.5,56.72726102022852
2017-02-06,0.0,5,18.0,20.0,6.0,6.0,12.5,10.812801055539143,11.125,7.68927824961452
2017-02-13,0.0,12,5.0,18.0,20.0,6.0,12.25,2.061552812809252,11.0,4.517821851922586
2017-02-20,0.0,3,12.0,5.0,18.0,20.0,13.75,19.989580619245995,12.125,14.677485187475623
2017-02-27,0.0,8,3.0,12.0,5.0,18.0,9.5,43.52393977265081,9.875,55.210635621357234
2017-03-06,0.0,17,8.0,3.0,12.0,5.0,7.0,17.233687939614132,9.75,12.769942387161477
2017-03-13,0.0,4,17.0,8.0,3.0,12.0,10.0,4.9665548085839495,11.125,5.092010548748516
2017-03-20,0.0,8,4.0,17.0,8.0,3.0,8.0,8.57807282163861,10.875,28.31834337366093
2017-03-27,0.0,5,8.0,4.0,17.0,8.0,9.25,20.17424100183205,9.375,16.724661004465236
2017-04-03,0.0,12,5.0,8.0,4.0,17.0,8.5,4.725815626252779,7.75,3.284161123591366
2017-04-10,0.0,7,12.0,5.0,8.0,4.0,7.25,18.099263336758625,8.625,13.23415494630661
2017-04-24,0.0,10,7.0,12.0,5.0,8.0,8.0,2.5819888974719163,8.0,4.068608045580994
2017-05-01,0.0,6,10.0,7.0,12.0,5.0,8.5,2.2173557826086987,8.875,3.377974879378072
2017-05-08,0.0,11,6.0,10.0,7.0,12.0,8.75,2.217355782608698,8.625,3.370036032023668
2017-05-15,0.0,39,11.0,6.0,10.0,7.0,8.5,188.56121905984097,7.875,145.93907730869853
2017-05-22,0.0,7,39.0,11.0,6.0,10.0,16.5,11.633285577743434,12.25,13.925823904838444
2017-05-29,0.0,8,7.0,39.0,11.0,6.0,15.75,4.573474244670759,12.125,3.961871851969387
2017-06-05,0.0,8,8.0,7.0,39.0,11.0,16.25,6.994045086119104,12.5,5.914570386523575
2017-06-12,0.0,8,8.0,8.0,7.0,39.0,15.5,8.995369179009096,12.0,6.79153885360297
2017-06-19,0.0,8,8.0,8.0,8.0,7.0,7.75,5.251983752196255,12.125,4.682795258023809
2017-06-26,0.0,9,8.0,8.0,8.0,8.0,8.0,4.0311288741492906,11.875,4.501983689758986
2017-07-03,0.0,4,9.0,8.0,8.0,8.0,8.25,2.872281323269038,12.25,3.136763573220735
2017-07-10,0.0,7,4.0,9.0,8.0,8.0,7.25,5.830951894845312,11.375,5.879747322073233
2017-07-17,0.0,7,7.0,4.0,9.0,8.0,7.0,3.201562118716439,7.375,5.656854249492284
2017-07-24,0.0,11,7.0,7.0,4.0,9.0,6.75,9.695359714832664,7.375,6.4142698058980985
2017-07-31,0.0,9,11.0,7.0,7.0,4.0,7.25,6.879922480183437,7.75,4.627171304988958
2017-08-07,0.0,7,9.0,11.0,7.0,7.0,8.5,7.544313531837521,7.875,6.341473465550784
2017-08-14,0.0,3,7.0,9.0,11.0,7.0,8.5,3.696845502136483,7.75,3.412163117855904
2017-08-21,0.0,10,3.0,7.0,9.0,11.0,7.5,1.914854215512698,7.125,4.621378891320403
2017-08-28,0.0,4,10.0,3.0,7.0,9.0,7.25,2.5166114784236,7.25,7.3290030505031645
2017-09-04,0.0,13,4.0,10.0,3.0,7.0,6.0,2.061552812808852,7.25,2.725540575476788
2017-09-11,0.0,11,13.0,4.0,10.0,3.0,7.5,3.7416573867739538,8.0,4.189698250300421
2017-09-18,0.0,11,11.0,13.0,4.0,10.0,9.5,2.645751311064608,8.5,4.240535680446732
2017-09-25,0.0,5,11.0,11.0,13.0,4.0,9.75,5.560275772537434,8.5,5.642631098546555
2017-10-02,0.0,5,5.0,11.0,11.0,13.0,10.0,1.2583057392118235,8.0,4.501983689759012
2017-10-09,0.0,8,5.0,5.0,11.0,11.0,8.0,14.798648586948742,7.75,10.027640371920524
2017-10-16,0.0,10,8.0,5.0,5.0,11.0,7.25,2.3629078131263115,8.375,5.879747322073253
2017-10-23,0.0,17,10.0,8.0,5.0,5.0,7.0,6.350852961085886,8.375,6.749338591934059
2017-10-30,0.0,8,17.0,10.0,8.0,5.0,10.0,3.0000000000000067,10.0,4.764076885549553
2017-11-06,0.0,9,8.0,17.0,10.0,8.0,10.75,7.937253933193772,9.375,6.860862086605995
2017-11-13,0.0,3,9.0,8.0,17.0,10.0,11.0,25.41653005427767,9.125,17.72004514666932
2017-11-20,0.0,7,3.0,9.0,8.0,17.0,9.25,3.3040379335998247,8.125,4.920801328471268
2017-11-27,0.0,4,7.0,3.0,9.0,8.0,6.75,7.325753658611966,8.375,6.957780844904005
2017-12-04,0.0,8,4.0,7.0,3.0,9.0,5.75,6.130524719249835,8.25,6.734771180756015
2017-12-11,0.0,7,8.0,4.0,7.0,3.0,5.5,10.84358489307541,8.25,8.175529690135345
2017-12-18,0.0,9,7.0,8.0,4.0,7.0,6.5,31.548903837270373,7.875,21.68236610704649
2017-12-25,0.0,5,9.0,7.0,8.0,4.0,7.0,15.15475722889241,6.875,10.875923606099532
2018-01-01,0.0,11,5.0,9.0,7.0,8.0,7.25,4.7871355387816905,6.5,4.03555625480714
2018-01-08,0.0,6,11.0,5.0,9.0,7.0,8.0,7.071067811865476,6.75,6.323143431643918
2018-01-15,0.0,3,6.0,11.0,5.0,9.0,7.75,19.83893478323202,7.125,14.985111658862278
2018-01-22,0.0,5,3.0,6.0,11.0,5.0,6.25,7.889866919029748,6.625,8.827716093564076
2018-01-29,0.0,9,5.0,3.0,6.0,11.0,6.25,9.814954576223638,6.75,7.679983258910245
2018-02-05,0.0,9,9.0,5.0,3.0,6.0,5.75,6.055300708194984,6.875,5.069164484550421
2018-02-12,0.0,3,9.0,9.0,5.0,3.0,6.5,6.652067347825035,7.125,6.631903411324807
2018-02-19,0.0,6,3.0,9.0,9.0,5.0,6.5,5.737304826019503,6.375,7.10633520177586
2018-02-26,0.0,7,6.0,3.0,9.0,9.0,6.75,2.9439202887759506,6.5,4.307385683749503
2018-03-05,0.0,7,7.0,6.0,3.0,9.0,6.25,3.1622776601683813,6.0,2.604940361258397
2018-03-12,0.0,8,7.0,7.0,6.0,3.0,5.75,8.261355820929154,6.125,5.952190473142654
2018-03-19,0.0,6,8.0,7.0,7.0,6.0,7.0,3.316624790355402,6.75,4.764076885549532
2018-03-26,0.0,11,6.0,8.0,7.0,7.0,7.0,7.5,6.875,7.6706770049510276
2018-04-02,0.0,2,11.0,6.0,8.0,7.0,8.0,9.76387901058454,7.125,8.096516005577348
2018-04-09,0.0,11,2.0,11.0,6.0,8.0,6.75,5.196152422706632,6.25,5.069164484550418
2018-04-16,0.0,12,11.0,2.0,11.0,6.0,7.5,7.932002689527196,7.25,5.732115042210999
2018-04-23,0.0,12,12.0,11.0,2.0,11.0,9.0,8.261355820929154,8.0,7.491662031885765
2018-04-30,0.0,21,12.0,12.0,11.0,2.0,9.25,2.753785273643053,8.625,4.421942042651644
2018-05-07,0.0,17,21.0,12.0,12.0,11.0,14.0,1.500000000000003,10.375,4.421942042651644
2018-05-14,0.0,9,17.0,21.0,12.0,12.0,15.5,4.99165971062398,11.5,4.832922806867664
2018-05-21,0.0,10,9.0,17.0,21.0,12.0,14.75,3.095695936834451,11.875,4.367084676466365
2018-05-28,0.0,11,10.0,9.0,17.0,21.0,14.25,1.914854215512673,11.75,3.1819805153392693
2018-06-04,0.0,5,11.0,10.0,9.0,17.0,11.75,5.972157622389639,12.875,4.535573676110591
2018-06-18,0.0,9,5.0,11.0,10.0,9.0,8.75,18.138357147217054,12.125,18.021812180957667
2018-06-25,0.0,6,9.0,5.0,11.0,10.0,8.75,15.609825965290726,11.75,68.2734784315466
2018-07-02,0.0,8,6.0,9.0,5.0,11.0,7.75,8.831760866327729,11.0,8.310922245540958
2018-07-09,0.0,3,8.0,6.0,9.0,5.0,7.0,48.121374322297406,9.375,35.73213839508789
2018-07-16,0.0,7,3.0,8.0,6.0,9.0,6.5,7.571877794400206,7.625,27.81026275110888
2018-07-23,0.0,8,7.0,3.0,8.0,6.0,6.0,10.436314802968727,7.375,10.663690060869396
2018-07-30,0.0,7,8.0,7.0,3.0,8.0,6.5,5.597618541248664,7.125,14.67748518747577
2018-08-06,0.0,11,7.0,8.0,7.0,3.0,6.25,9.76387901058441,6.625,10.266972011538432
2018-08-13,0.0,9,11.0,7.0,8.0,7.0,8.25,10.781929326423796,7.375,14.584115625276285
2018-08-20,0.0,13,9.0,11.0,7.0,8.0,8.75,96.59710140578753,7.375,96.65513067454977
2018-08-27,0.0,4,13.0,9.0,11.0,7.0,10.0,6.244997998397954,8.25,11.513966674062823
2018-09-03,0.0,12,4.0,13.0,9.0,11.0,9.25,12.284814474246694,7.75,17.94236805520865
2018-09-10,0.0,23,12.0,4.0,13.0,9.0,9.5,13.889444433333576,8.875,13.399760125784784
2018-09-17,0.0,14,23.0,12.0,4.0,13.0,13.0,18.874586088176724,10.875,15.230960011015169
2018-09-24,0.0,8,14.0,23.0,12.0,4.0,13.25,7.549834435270382,11.625,7.6857939454183155
2018-10-01,0.0,14,8.0,14.0,23.0,12.0,14.25,48.83987441971297,11.75,34.44016550482881
2018-10-08,0.0,7,14.0,8.0,14.0,23.0,14.75,5.773502691896256,12.125,15.509789535276472
2018-10-15,0.0,8,7.0,14.0,8.0,14.0,10.75,9.695359714832662,11.875,15.216884419242051
2018-10-22,0.0,15,8.0,7.0,14.0,8.0,9.25,1.4999999999999811,11.25,18.49131070066619
2018-10-29,0.0,28,15.0,8.0,7.0,14.0,11.0,7.047458170621976,12.625,5.730557190560623
2018-11-05,0.0,13,28.0,15.0,8.0,7.0,14.5,9.60468635614926,14.625,13.611313571542537
2018-11-12,0.0,22,13.0,28.0,15.0,8.0,16.0,19.73786547054501,13.375,17.07127913861677
2018-11-19,0.0,27,22.0,13.0,28.0,15.0,19.5,26.62079387746854,14.375,24.79055119539356
2018-11-26,0.0,7,27.0,22.0,13.0,28.0,22.5,8.185352771872438,16.75,11.674147261608228
2018-12-03,0.0,13,7.0,27.0,22.0,13.0,17.25,59.617530978731416,15.875,46.30951768882321
2018-12-10,0.0,20,13.0,7.0,27.0,22.0,17.25,9.394147114027955,16.625,26.387226346960293
2018-12-17,0.0,16,20.0,13.0,7.0,27.0,16.75,4.573474244670722,18.125,9.37702359112808
2018-12-24,0.0,4,16.0,20.0,13.0,7.0,14.0,9.626352718795754,18.25,9.662150012142432
2018-12-31,0.0,9,4.0,16.0,20.0,13.0,13.25,12.069244660154432,15.25,13.28734628993211
2019-01-07,0.0,8,9.0,4.0,16.0,20.0,12.25,3.5939764421412463,14.75,9.272655652893835
2019-01-14,0.0,6,8.0,9.0,4.0,16.0,9.25,4.12310562561761,13.0,7.472568883207893
2019-01-21,0.0,7,6.0,8.0,9.0,4.0,6.75,13.241349377360793,10.375,8.75051018920781
2019-01-28,0.0,5,7.0,6.0,8.0,9.0,7.5,5.477225575051627,10.375,5.849297882163881
2019-02-04,0.0,9,5.0,7.0,6.0,8.0,6.5,12.35583532856708,9.375,10.815828348173058
2019-02-11,0.0,6,9.0,5.0,7.0,6.0,6.75,12.841988423397146,8.0,12.188255471090708
2019-02-18,0.0,20,6.0,9.0,5.0,7.0,6.75,16.07015867998819,6.75,14.887674672119156
2019-02-25,0.0,5,20.0,6.0,9.0,5.0,10.0,11.383467544352778,8.75,10.138328969101138
2019-03-04,0.0,13,5.0,20.0,6.0,9.0,10.0,22.647663602823727,8.25,16.44416961374807
2019-03-11,0.0,9,13.0,5.0,20.0,6.0,11.0,15.063753405664423,8.875,10.474458731327688
2019-03-18,0.0,9,9.0,13.0,5.0,20.0,11.75,24.47447650104084,9.25,18.279086410430946
2019-03-25,0.0,5,9.0,9.0,13.0,5.0,9.0,30.43435558706641,9.5,23.445605741192303
2019-04-01,0.0,9,5.0,9.0,9.0,13.0,9.0,39.20352875273687,9.5,36.019835805130654
2019-04-08,0.0,3,9.0,5.0,9.0,9.0,8.0,9.62635271879577,9.5,7.211102550928047
2019-04-15,0.0,8,3.0,9.0,5.0,9.0,6.5,12.473304828045109,9.125,12.642756254641892
2019-04-22,0.0,6,8.0,3.0,9.0,5.0,6.25,6.994045086119099,7.625,6.916594950861781
2019-04-29,0.0,10,6.0,8.0,3.0,9.0,6.5,64.33959382319206,7.75,48.4869275460628
2019-05-06,0.0,8,10.0,6.0,8.0,3.0,6.75,8.770214744615622,7.375,15.37855649922964
2019-05-13,0.0,4,8.0,10.0,6.0,8.0,8.0,13.93735986476659,7.25,14.793821103999502
2019-05-20,0.0,9,4.0,8.0,10.0,6.0,7.0,6.946221994725378,6.625,5.180664601601213
2019-05-27,0.0,8,9.0,4.0,8.0,10.0,7.75,10.144785195689128,7.125,16.569658156660008
2019-06-03,0.0,8,8.0,9.0,4.0,8.0,7.25,9.70824391947414,7.0,10.343217239193082
2019-06-10,0.0,4,8.0,8.0,9.0,4.0,7.25,8.346656017033007,7.625,7.045768740375691
2019-06-17,0.0,9,4.0,8.0,8.0,9.0,7.25,5.909032633745843,7.125,9.999999999999906
2019-06-24,0.0,6,9.0,4.0,8.0,8.0,7.25,6.582805886044367,7.5,15.191633035513735
2019-07-01,0.0,9,6.0,9.0,4.0,8.0,6.75,11.500000000000307,7.0,10.347532487092105
2019-07-08,0.0,7,9.0,6.0,9.0,4.0,7.0,41.90763653560061,7.125,34.02834952548491
2019-07-15,0.0,7,7.0,9.0,6.0,9.0,7.75,4.031128874150201,7.5,9.823441352194148
2019-07-22,0.0,5,7.0,7.0,9.0,6.0,7.25,7.937253933194257,7.25,29.105718632991262
2019-08-05,0.0,4,5.0,7.0,7.0,9.0,7.0,7.852812659593778,6.875,11.09617051058598
2019-08-12,0.0,5,4.0,5.0,7.0,7.0,5.75,4.573474244671801,6.375,3.4641016151374453
2019-08-19,0.0,4,5.0,4.0,5.0,7.0,5.25,11.295279249905375,6.5,8.464210367355896
2019-08-26,0.0,8,4.0,5.0,4.0,5.0,4.5,3.829708431026608,5.875,6.654751256486764
2019-09-02,0.0,14,8.0,4.0,5.0,4.0,5.25,3.0956959368360035,6.125,6.414269805898019
2019-09-09,0.0,11,14.0,8.0,4.0,5.0,7.75,4.546060565663009,6.75,3.703280399089919
2019-09-16,0.0,6,11.0,14.0,8.0,4.0,9.25,1.154700538383408,7.25,6.541078984824459
2019-09-23,0.0,10,6.0,11.0,14.0,8.0,9.75,12.737739202857371,7.125,9.133924207511756
2019-09-30,0.0,9,10.0,6.0,11.0,14.0,10.25,2.0615528128111658,7.75,3.067688753069993
2019-10-07,0.0,18,9.0,10.0,6.0,11.0,9.0,1.2583057392156174,8.375,2.267786838054888
2019-10-14,0.0,11,18.0,9.0,10.0,6.0,10.75,2.87228132327069,10.0,3.399054490379535
2019-10-21,0.0,14,11.0,18.0,9.0,10.0,12.0,5.737304826020341,10.875,4.688511795563782
2019-10-28,0.0,8,14.0,11.0,18.0,9.0,13.0,3.4034296427784443,11.625,18.638956899078668
2019-11-04,0.0,4,8.0,14.0,11.0,18.0,12.75,8.015609770941301,10.875,7.356969484780937
2019-11-11,0.0,12,4.0,8.0,14.0,11.0,9.25,2.380476142849647,10.0,3.482097069295734
2019-11-18,0.0,7,12.0,4.0,8.0,14.0,9.5,4.082482904639814,10.75,3.240370349203612
2019-11-25,0.0,4,7.0,12.0,4.0,8.0,7.75,4.242640687120476,10.375,5.897941529526384
2019-12-02,0.0,4,4.0,7.0,12.0,4.0,6.75,2.8722813232707725,9.75,3.070597894314586
2019-12-09,0.0,15,4.0,4.0,7.0,12.0,6.75,19.07004632051733,8.0,14.99523733914007
2019-12-16,0.0,6,15.0,4.0,4.0,7.0,7.5,4.546060565663062,8.5,3.693623849670517
2019-12-23,0.0,10,6.0,15.0,4.0,4.0,7.25,5.560275772538331,7.5,10.894789055848044
2019-12-30,0.0,15,10.0,6.0,15.0,4.0,8.75,5.909032633746131,7.75,5.345224838248276
2020-01-06,0.0,7,15.0,10.0,6.0,15.0,11.5,3.1733642932112804e-06,9.125,0.9910312089639862
2020-01-13,0.0,12,7.0,15.0,10.0,6.0,9.5,6.8495741960122585,8.5,37.38888299252291
2020-01-20,0.0,4,12.0,7.0,15.0,10.0,11.0,3.201562118718034,9.125,3.615443067097905
2020-01-27,0.0,3,4.0,12.0,7.0,15.0,9.5,14.387494569938518,9.125,10.894789055848044
2020-02-03,0.0,7,3.0,4.0,12.0,7.0,6.5,2.5819888974735976,9.0,18.77498335551853
2020-02-10,0.0,12,7.0,3.0,4.0,12.0,6.5,6.683312551921909,8.0,5.08323575238091
2020-02-17,0.0,15,12.0,7.0,3.0,4.0,6.5,2.8722813232708,8.75,6.770471602058716
2020-02-24,0.0,9,15.0,12.0,7.0,3.0,9.25,5.50000000000093,9.375,4.9280538030455885
2020-03-02,0.0,9,9.0,15.0,12.0,7.0,10.75,5.066228051191218,8.625,29.01231265711652
2020-03-09,0.0,10,9.0,9.0,15.0,12.0,11.25,2.581988897473568,8.875,4.720774754816401
